"Worldbirds Location","Worldbirds Location ID","Worldbirds Latitude","Worldbirds Longitude","Worldbirds Region/State","eBird Location","eBird Region Code","eBird Country Code","eBird Latitude","eBird Longitude"
"Lagoa Pequena IBA",46,"38.51666667","-9.15",,,,"PT",,
"Lagoacho (barragem), Sabugueiro, Seia",27435,40.385477,-7.617307,,,,"PT",,
"Lagoas da U. Aveiro",27599,40.636,-8.6588333333,,,,"PT",,
"Lamas de Mouro, Melgaço",381,"42.0425","-8.2008333333333",,"PN Peneda-Gerês--Lamas de Mouro","PT-16","PT","42.0430463","-8.200779"
"Lamego - cidade",27529,41.0966666667,-7.8123333333,,,,"PT",,
"Lardosa, Castelo Branco",27408,39.995204,-7.441585,,,,"PT",,
"Lavadores - Vila Nova de Gaia",27314,41.131657,-8.670322,,,,"PT",,
"Lezíria Grande de Vila Franca de Xira, Estuário do Tejo",288,"38.888166666667","-8.9391666666667","Portugal (mainland)","Estuário do Tejo--Lezí­ria Grande de Vila Franca de Xira","PT-11","PT","38.8915673","-8.9387512"
"LH47_B (Açores)",25581,38.5905192629,-28.8244919532,,,,"PT",,
"LH47_H (Açores)",25587,38.6088897985,-28.8019890594,,,,"PT",,
"LH47_L (Açores)",25595,38.5912261363,-28.7785846989,,,,"PT",,
"LH47_Q (Açores)",25599,38.5735574677,-28.7551917994,,,,"PT",,
"LH47_S (Açores)",25622,38.609588121,-28.7560695391,,,,"PT",,
"LH47_W (Açores)",25594,38.5919150128,-28.7326758551,,,,"PT",,
"LH56_D (Açores)",26111,38.5382051465,-28.7084403458,,,,"PT",,
"LH56_J (Açores)",26117,38.5565538199,-28.6859228654,,,,"PT",,
"LH56_N (Açores)",26119,38.5388657527,-28.6625635408,,,,"PT",,
"LH56_S (Açores)",26126,38.5211727166,-28.6392156503,,,,"PT",,
"LH56_U (Açores)",26122,38.5572058606,-28.6400338746,,,,"PT",,
"LH56_Y (Açores)",26109,38.5395083918,-28.6166852529,,,,"PT",,
"LH66_R (Açores)",26033,38.5047045129,-28.5241640305,,,,"PT",,
"LH66_T (Açores)",26010,38.5407397625,-28.5249243921,,,,"PT",,
"LH75_H (Açores)",25632,38.4335062948,-28.4539258212,,,,"PT",,
"LH75_J (Açores)",25583,38.4695431352,-28.4546493053,,,,"PT",,
"LH75_L (Açores)",25597,38.4157696489,-28.4306624128,,,,"PT",,
"LH75_P (Açores)",25580,38.4698255403,-28.4317300777,,,,"PT",,
"LH75_U (Açores)",25592,38.4701034631,-28.4088105318,,,,"PT",,
"LH75_Y (Açores)",25624,38.4523579776,-28.3855458618,,,,"PT",,
"LH76_E (Açores)",25634,38.5593464048,-28.4794111475,,,,"PT",,
"LH76_P (Açores)",25579,38.5599175254,-28.4335158915,,,,"PT",,
"LH85_D (Açores)",25638,38.4526267628,-28.3626313925,,,,"PT",,
"Linhares, Celorico da Beira",27413,40.541524,-7.461166,,,,"PT",,
"Lisboa",397,38.7368333333,-9.1185,,,,"PT",,
"Lisboa",27313,38.721948,-9.135246,,,,"PT",,
"Lisboa",27064,38.6926666667,-9.224,,,,"PT",,
"Lisboa",398,38.7368333333,-9.1185,,,,"PT",,
"Lisboa - aeroporto",1428,38.7711666667,-9.1355,,,,"PT",,
"Lisboa - Av. João XXI",1666,38.7421666667,-9.1408333333,,,,"PT",,
"Lisboa - Museu Nacional de História Natural",364,"38.717833333333","-9.1506666666667","Portugal (mainland)","Jardim Botânico da Universidade de Lisboa","PT-11","PT","38.7183026","-9.1488148"
"Lisboa (Monsanto)",27333,38.7701666667,-9.1803333333,,,,"PT",,
"Lisboa (Ponte Vasco da Gama)",27332,38.9008333333,-9.131,,,,"PT",,
"Lisboa, Av. Lusíada",27355,38.7498333333,-9.1765,,,,"PT",,
"Loulé - Estuário de São Lourenço - Área nº 1",1714,"37.024","-8.0171666666667",,"PN Ria Formosa--Quinta do Lago","PT-08","PT","37.0246316","-8.0118258"
"Loures",27434,38.8185,-9.157,,,,"PT",,
"Ludo",220,37.034,-7.9861666667,,,,"PT",,
"Ludo/Quinta do Lago",157,"37.01913333","-8.014366667",,"PN Ria Formosa--Quinta do Lago","PT-08","PT","37.0246316","-8.0118258"
"Luso, Serra do Buçaco, Mata do Buçaco",27501,40.3745,-8.3723333333,,,,"PT",,
"Malhão, Gouveia",27436,40.45059,-7.560651,,,,"PT",,
"Mangualde da Serra, Gouveia",27426,40.464167,-7.61562,,,,"PT",,
"Maranhão",27369,39.0083333333,-7.9991666667,,,,"PT",,
"Martinhal",1990,"37.021333333333","-8.928",,"PN Costa Vicentina e Sudoeste Alentejano--Martinhal","PT-08","PT","37.0205671","-8.9285481"
"Marvão - Galegos - Área nº 1",1724,39.35555,-7.31361,,,,"PT",,
"Mata da Machada, Barreiro",1811,38.609627,-9.0455353,,,,"PT",,
"Mata da margaraça (Serra do Açor)",1766,40.2166666667,-7.9185,,,,"PT",,
"Matosinhos-Praia Moderna",27315,41.1774557,-8.6917102,,,,"PT",,
"MC58",688,38.7106,-9.51897,,,,"PT",,
"MC58_Y",27016,38.7272465819,-9.4716905853,,,,"PT",,
"MC58_Z",27015,38.7452689155,-9.4718091429,,,,"PT",,
"MC59",709,38.8007,-9.51962,,,,"PT",,
"MC59_V",26924,38.7632911931,-9.4719278067,,,,"PT",,
"MC68",689,38.711,-9.40396,,,,"PT",,
"MC68_C",2415,38.708,-9.44728,,,,"PT",,
"MC68_E",2417,38.744,-9.44766,,,,"PT",,
"MC68_G",2418,38.6901,-9.42411,,,,"PT",,
"MC68_J",2421,38.7441,-9.42466,,,,"PT",,
"MC68_M",2423,38.7082,-9.4013,,,,"PT",,
"MC68_N",2424,38.7263,-9.40148,,,,"PT",,
"MC68_S",2427,38.7084,-9.37832,,,,"PT",,
"MC68_U",2429,38.7444,-9.37866,,,,"PT",,
"MC68_W",2430,38.6905,-9.35516,,,,"PT",,
"MC68_X",2431,38.7085,-9.35533,,,,"PT",,
"MC69",710,38.8011,-9.40447,,,,"PT",,
"MC69_A",2434,38.762,-9.44785,,,,"PT",,
"MC69_E",2438,38.834,-9.44861,,,,"PT",,
"MC69_I",2442,38.8162,-9.42539,,,,"PT",,
"MC69_L",2445,38.7803,-9.40201,,,,"PT",,
"MC69_P",2448,38.8343,-9.40255,,,,"PT",,
"MC69_T",2452,38.8165,-9.37935,,,,"PT",,
"MC78",690,38.7114,-9.28894,,,,"PT",,
"MC78_A",2459,38.6726,-9.33202,,,,"PT",,
"MC78_B",2460,38.6906,-9.33218,,,,"PT",,
"MC78_D",2462,38.7267,-9.33249,,,,"PT",,
"MC78_F",2464,38.6727,-9.30904,,,,"PT",,
"MC78_G",2465,38.6907,-9.30919,,,,"PT",,
"MC78_H",2466,38.7088,-9.30935,,,,"PT",,
"MC78_I",2467,38.7268,-9.3095,,,,"PT",,
"MC78_M",2471,38.7089,-9.28636,,,,"PT",,
"MC78_N",2472,38.7269,-9.2865,,,,"PT",,
"MC78_P",2473,38.7449,-9.28665,,,,"PT",,
"MC78_S",2476,38.709,-9.26336,,,,"PT",,
"MC78_U",2478,38.745,-9.26365,,,,"PT",,
"MC78_X",2481,38.7091,-9.24037,,,,"PT",,
"MC78_Z",2483,38.7451,-9.24065,,,,"PT",,
"MC79_B",2485,38.7807,-9.33297,,,,"PT",,
"MC79_F",2489,38.7628,-9.30981,,,,"PT",,
"MC79_G",2490,38.7808,-9.30996,,,,"PT",,
"MC79_K",2494,38.7629,-9.2868,,,,"PT",,
"MC79_Q",2499,38.763,-9.26379,,,,"PT",,
"MC79_V",2504,38.7631,-9.24078,,,,"PT",,
"MC85_B",2510,38.4191,-9.21745,,,,"PT",,
"MC86",651,38.5313,-9.17349,,,,"PT",,
"MC86_J",2543,38.5633,-9.19572,,,,"PT",,
"MC86_R",2550,38.5095,-9.14942,,,,"PT",,
"MC86_S",2551,38.5275,-9.14956,,,,"PT",,
"MC87",670,38.6215,-9.17371,,,,"PT",,
"MC87_G",2565,38.5993,-9.19601,,,,"PT",,
"MC87_P",2573,38.6535,-9.17348,,,,"PT",,
"MC87_Q",2574,38.5815,-9.14996,,,,"PT",,
"MC87_T",2577,38.6356,-9.15037,,,,"PT",,
"MC87_V",2579,38.5817,-9.12701,,,,"PT",,
"MC87_W",2580,38.5997,-9.12714,,,,"PT",,
"MC87_X",2581,38.6177,-9.12727,,,,"PT",,
"MC87_Y",2582,38.6357,-9.1274,,,,"PT",,
"MC87_Z",2583,38.6537,-9.12753,,,,"PT",,
"MC88",691,38.7116,-9.17393,,,,"PT",,
"MC88_B",2585,38.6912,-9.21725,,,,"PT",,
"MC88_D",2587,38.7272,-9.21751,,,,"PT",,
"MC88_F",2589,38.6733,-9.19414,,,,"PT",,
"MC88_G",2590,38.6913,-9.19427,,,,"PT",,
"MC88_H",2591,38.7093,-9.19439,,,,"PT",,
"MC88_J",2593,38.7453,-9.19464,,,,"PT",,
"MC88_M",2596,38.7094,-9.1714,,,,"PT",,
"MC88_N",2597,38.7274,-9.17152,,,,"PT",,
"MC88_P",2598,38.7454,-9.17164,,,,"PT",,
"MC88_S",2601,38.7095,-9.14841,,,,"PT",,
"MC88_T",2602,38.7275,-9.14852,,,,"PT",,
"MC88_U",2603,38.7455,-9.14864,,,,"PT",,
"MC88_Z",2608,38.7456,-9.12563,,,,"PT",,
"MC89_B",2610,38.7813,-9.21791,,,,"PT",,
"MC89_D",2612,38.8173,-9.21817,,,,"PT",,
"MC89_J",2618,38.8354,-9.19527,,,,"PT",,
"MC89_K",2619,38.7634,-9.17176,,,,"PT",,
"MC89_L",2620,38.7815,-9.17188,,,,"PT",,
"MC89_Q",2624,38.7635,-9.14875,,,,"PT",,
"MC89_T",2627,38.8176,-9.14909,,,,"PT",,
"MC89_U",2628,38.8356,-9.14921,,,,"PT",,
"MC89_V",2629,38.7636,-9.12574,,,,"PT",,
"MC96_B",2660,38.5097,-9.10357,,,,"PT",,
"MC96_F",2664,38.4918,-9.08052,,,,"PT",,
"MC96_I",2667,38.5458,-9.08088,,,,"PT",,
"MC96_Q",2674,38.4919,-9.03468,,,,"PT",,
"MC96_S",2676,38.528,-9.03489,,,,"PT",,
"MC96_W",2680,38.51,-9.01186,,,,"PT",,
"MC97",671,38.6216,-9.05884,,,,"PT",,
"MC97_B",2685,38.5998,-9.10419,,,,"PT",,
"MC97_C",2686,38.6178,-9.10431,,,,"PT",,
"MC97_D",2687,38.6358,-9.10444,,,,"PT",,
"MC97_E",2688,38.6538,-9.10456,,,,"PT",,
"MC97_H",2691,38.6179,-9.08135,,,,"PT",,
"MC97_I",2692,38.6359,-9.08147,,,,"PT",,
"MC97_L",2695,38.6,-9.05827,,,,"PT",,
"MC97_S",2701,38.6181,-9.03542,,,,"PT",,
"MC97_U",2703,38.6541,-9.03564,,,,"PT",,
"MC97_Y",2707,38.6361,-9.01256,,,,"PT",,
"MC99_A",2734,38.7637,-9.10273,,,,"PT",,
"MC99_F",2739,38.7638,-9.07972,,,,"PT",,
"MC99_H",2741,38.7998,-9.07992,,,,"PT",,
"MD60_R",2795,38.8705,-9.37986,,,,"PT",,
"MD60_W",2800,38.8706,-9.35682,,,,"PT",,
"MD61_H",2811,38.9783,-9.42706,,,,"PT",,
"MD61_J",2813,39.0143,-9.42743,,,,"PT",,
"MD61_K",2814,38.9424,-9.40362,,,,"PT",,
"MD61_N",2817,38.9964,-9.40416,,,,"PT",,
"MD61_S",2821,38.9786,-9.38091,,,,"PT",,
"MD61_Z",2828,39.0147,-9.35816,,,,"PT",,
"MD62_K",2839,39.0325,-9.40452,,,,"PT",,
"MD62_M",2841,39.0685,-9.40489,,,,"PT",,
"MD62_P",2843,39.1045,-9.40525,,,,"PT",,
"MD62_R",2845,39.0506,-9.3816,,,,"PT",,
"MD62_U",2848,39.1047,-9.38213,,,,"PT",,
"MD62_V",2849,39.0327,-9.35833,,,,"PT",,
"MD62_Y",2852,39.0868,-9.35884,,,,"PT",,
"MD63",798,39.1616,-9.40652,,,,"PT",,
"MD63_Q",26916,39.1240648239,-9.3817815357,,,,"PT",,
"MD63_R",26907,39.1420861412,-9.3818788626,,,,"PT",,
"MD63_W",26921,39.1421596701,-9.3587372357,,,,"PT",,
"MD63_Y",26904,39.1782022303,-9.3589203402,,,,"PT",,
"MD65_N",2864,39.3568,-9.40487,,,,"PT",,
"MD65_T",2868,39.3569,-9.38167,,,,"PT",,
"MD65_U",2869,39.3749,-9.38183,,,,"PT",,
"MD65_X",2871,39.339,-9.35831,,,,"PT",,
"MD65_Y",2872,39.357,-9.35847,,,,"PT",,
"MD70_C",2876,38.8888,-9.33394,,,,"PT",,
"MD70_G",2880,38.8709,-9.31074,,,,"PT",,
"MD70_I",2882,38.9069,-9.31105,,,,"PT",,
"MD70_J",2883,38.9249,-9.3112,,,,"PT",,
"MD70_K",2884,38.853,-9.28754,,,,"PT",,
"MD70_M",2886,38.889,-9.28785,,,,"PT",,
"MD70_V",2894,38.8532,-9.24147,,,,"PT",,
"MD70_X",2896,38.8892,-9.24175,,,,"PT",,
"MD71_A",2899,38.9428,-9.33443,,,,"PT",,
"MD71_D",2902,38.9968,-9.33491,,,,"PT",,
"MD71_G",2905,38.9609,-9.31152,,,,"PT",,
"MD71_J",2908,39.015,-9.31199,,,,"PT",,
"MD71_L",2910,38.9611,-9.28845,,,,"PT",,
"MD71_N",2912,38.9971,-9.28875,,,,"PT",,
"MD71_W",2920,38.9613,-9.2423,,,,"PT",,
"MD71_Z",2923,39.0153,-9.24272,,,,"PT",,
"MD72_B",2925,39.0509,-9.3354,,,,"PT",,
"MD72_J",2933,39.105,-9.31278,,,,"PT",,
"MD72_K",2934,39.0331,-9.28905,,,,"PT",,
"MD72_M",2936,39.0691,-9.28935,,,,"PT",,
"MD72_U",2943,39.1053,-9.26654,,,,"PT",,
"MD72_W",2945,39.0514,-9.243,,,,"PT",,
"MD73_A",2949,39.1229,-9.33606,,,,"PT",,
"MD73_D",2952,39.177,-9.33655,,,,"PT",,
"MD73_I",2957,39.1771,-9.31341,,,,"PT",,
"MD73_L",2960,39.1412,-9.28996,,,,"PT",,
"MD73_P",2963,39.1952,-9.29042,,,,"PT",,
"MD73_Q",2964,39.1233,-9.26669,,,,"PT",,
"MD73_T",2967,39.1773,-9.26713,,,,"PT",,
"MD73_X",2971,39.1594,-9.24384,,,,"PT",,
"MD74",821,39.252,-9.29115,,,,"PT",,
"MD74_A",2974,39.213,-9.33688,,,,"PT",,
"MD74_C",2976,39.249,-9.33721,,,,"PT",,
"MD74_E",2978,39.285,-9.33754,,,,"PT",,
"MD74_N",2987,39.2673,-9.29104,,,,"PT",,
"MD74_Q",2989,39.2134,-9.26742,,,,"PT",,
"MD74_U",2993,39.2854,-9.26801,,,,"PT",,
"MD75_B",3000,39.3211,-9.33497,,,,"PT",,
"MD75_D",3002,39.3571,-9.33527,,,,"PT",,
"MD75_H",3006,39.3393,-9.31192,,,,"PT",,
"MD75_J",3008,39.3753,-9.31221,,,,"PT",,
"MD75_V",3019,39.3035,-9.24208,,,,"PT",,
"MD75_Z",3023,39.3756,-9.24259,,,,"PT",,
"MD80_D",3027,38.9074,-9.21883,,,,"PT",,
"MD80_F",3029,38.8534,-9.1954,,,,"PT",,
"MD80_G",3030,38.8714,-9.19552,,,,"PT",,
"MD80_H",3031,38.8894,-9.19565,,,,"PT",,
"MD80_N",3037,38.9076,-9.17272,,,,"PT",,
"MD80_Q",3039,38.8536,-9.14932,,,,"PT",,
"MD80_S",3041,38.8896,-9.14955,,,,"PT",,
"MD80_V",3044,38.8537,-9.12628,,,,"PT",,
"MD81_A",3049,38.9434,-9.2191,,,,"PT",,
"MD81_E",3053,39.0154,-9.21963,,,,"PT",,
"MD81_I",3057,38.9975,-9.19641,,,,"PT",,
"MD81_L",3060,38.9616,-9.17309,,,,"PT",,
"MD81_S",3066,38.9797,-9.15013,,,,"PT",,
"MD81_Z",3073,39.0158,-9.12727,,,,"PT",,
"MD82_A",3074,39.0335,-9.21976,,,,"PT",,
"MD82_E",3078,39.1055,-9.2203,,,,"PT",,
"MD82_G",3080,39.0516,-9.1968,,,,"PT",,
"MD82_J",3083,39.1056,-9.19718,,,,"PT",,
"MD82_L",3085,39.0517,-9.1737,,,,"PT",,
"MD82_M",3086,39.0697,-9.17382,,,,"PT",,
"MD82_S",3091,39.0698,-9.15071,,,,"PT",,
"MD83_C",3101,39.1595,-9.22071,,,,"PT",,
"MD83_E",3103,39.1956,-9.22098,,,,"PT",,
"MD83_K",3109,39.1237,-9.17418,,,,"PT",,
"MD83_L",3110,39.1417,-9.17431,,,,"PT",,
"MD83_N",3112,39.1778,-9.17455,,,,"PT",,
"MD83_R",3115,39.1418,-9.15118,,,,"PT",,
"MD83_S",3116,39.1598,-9.15129,,,,"PT",,
"MD83_T",3117,39.1778,-9.15141,,,,"PT",,
"MD83_X",3121,39.1599,-9.12816,,,,"PT",,
"MD84_Z",3148,39.286,-9.12894,,,,"PT",,
"MD86_A",3174,39.3937,-9.2195,,,,"PT",,
"MD86_C",3176,39.4297,-9.21975,,,,"PT",,
"MD86_F",3179,39.3938,-9.19629,,,,"PT",,
"MD86_J",3183,39.4658,-9.19676,,,,"PT",,
"MD86_K",3184,39.3939,-9.17308,,,,"PT",,
"MD86_U",3193,39.466,-9.15028,,,,"PT",,
"MD86_V",3194,39.394,-9.12665,,,,"PT",,
"MD91_B",3250,38.9619,-9.10387,,,,"PT",,
"MD91_F",3254,38.9439,-9.0807,,,,"PT",,
"MD91_J",3258,39.016,-9.08109,,,,"PT",,
"MD91_Q",3264,38.9441,-9.03456,,,,"PT",,
"MD91_T",3267,38.9981,-9.03482,,,,"PT",,
"MD91_Z",3273,39.0162,-9.01182,,,,"PT",,
"MD92_A",3274,39.0339,-9.10428,,,,"PT",,
"MD92_E",3278,39.106,-9.1047,,,,"PT",,
"MD92_G",3280,39.052,-9.08129,,,,"PT",,
"MD92_K",3284,39.0341,-9.05809,,,,"PT",,
"MD92_W",3295,39.0522,-9.01198,,,,"PT",,
"MD92_Z",3298,39.1063,-9.01222,,,,"PT",,
"MD93_N",3312,39.1782,-9.05884,,,,"PT",,
"MD95_D",3352,39.3581,-9.10325,,,,"PT",,
"MD95_G",3355,39.3221,-9.07987,,,,"PT",,
"MD95_J",3358,39.3762,-9.08013,,,,"PT",,
"MD95_M",3361,39.3402,-9.05676,,,,"PT",,
"MD95_U",3368,39.3763,-9.03371,,,,"PT",,
"MD95_V",3369,39.3043,-9.01023,,,,"PT",,
"MD97_U",3418,39.5564,-9.03446,,,,"PT",,
"MD97_Z",3423,39.5565,-9.0112,,,,"PT",,
"MD98",895,39.6128,-9.05967,,,,"PT",,
"MD98_F",3429,39.5743,-9.08109,,,,"PT",,
"MD98_H",3431,39.6103,-9.08127,,,,"PT",,
"MD98_T",3442,39.6285,-9.03477,,,,"PT",,
"MD98_X",3446,39.6105,-9.0114,,,,"PT",,
"MD98_Z",3448,39.6465,-9.01154,,,,"PT",,
"MD99_W",3470,39.6826,-9.01169,,,,"PT",,
"Mêda",27275,40.952,-7.2426666667,,,,"PT",,
"Melo, Gouveia",27441,40.524254,-7.533327,,,,"PT",,
"Mem Martins, Sintra",1638,38.7878333333,-9.3511666667,,,,"PT",,
"Mertola",2126,"37.649","-7.6683333333333",,"PN Vale do Guadiana--Mértola","PT-02","PT","37.6404029","-7.6615477"
"Mértola",1772,"37.636333333333","-7.6645",,"PN Vale do Guadiana--Mértola","PT-02","PT","37.6404029","-7.6615477"
"Meruje - Serra do Caramulo",27462,40.5951666667,-8.0803333333,,,,"PT",,
"Mesão Frio",27278,41.1583333333,-7.882,,,,"PT",,
"Mexilhoeira grande (rocha delicada - Quinta da Rocha)",27354,37.1323333333,-8.6146666667,,,,"PT",,
"MH05_B (Açores)",25922,38.4190266858,-28.1329074081,,,,"PT",,
"MH05_H (Açores)",25959,38.4372668213,-28.1102771947,,,,"PT",,
"MH05_L (Açores)",25945,38.4194606394,-28.0870948942,,,,"PT",,
"MH05_Q (Açores)",25955,38.4016496514,-28.0639239713,,,,"PT",,
"MH05_S (Açores)",25968,38.4376920955,-28.0644528105,,,,"PT",,
"MH05_W (Açores)",25978,38.4198766883,-28.0412814151,,,,"PT",,
"MH78_A (Açores)",25847,38.67636606,-27.332238551,,,,"PT",,
"MH78_N (Açores)",25834,38.7305573551,-27.2864702324,,,,"PT",,
"MH78_T (Açores)",25835,38.7306114715,-27.2634608306,,,,"PT",,
"MH88_C (Açores)",25557,38.7126828426,-27.2173872439,,,,"PT",,
"MH88_K (Açores)",25543,38.676712509,-27.1712936394,,,,"PT",,
"MH88_M (Açores)",25559,38.7127593271,-27.1713796298,,,,"PT",,
"MH88_R (Açores)",25555,38.6947673795,-27.1483385217,,,,"PT",,
"MH88_V (Açores)",25539,38.6767708161,-27.1253089557,,,,"PT",,
"MH88_X (Açores)",25540,38.7128177089,-27.1253718617,,,,"PT",,
"MH98_B (Açores)",25892,38.6948166784,-27.1023422395,,,,"PT",,
"MH98_D (Açores)",25903,38.7308634885,-27.1023936492,,,,"PT",,
"MH98_F (Açores)",25901,38.6768110436,-27.0793241596,,,,"PT",,
"MH98_J (Açores)",25888,38.7489047096,-27.0794038737,,,,"PT",,
"MH98_L (Açores)",25904,38.6948478861,-27.0563458654,,,,"PT",,
"MH98_N (Açores)",25895,38.7308947362,-27.0563741698,,,,"PT",,
"Mira Serra, Gouveia",27439,40.503722,-7.604358,,,,"PT",,
"Miranda do Douro",27534,41.4931666667,-6.273,,,,"PT",,
"Mirandela",27489,41.4961666667,-7.185,,,,"PT",,
"Mitrena, Setúbal",27271,38.4886666667,-8.8061666667,,,,"PT",,
"MJ02_S (Açores)",26151,39.0683978246,-28.073862255,,,,"PT",,
"MJ02_V (Açores)",26152,39.0325697043,-28.0502133373,,,,"PT",,
"MJ12_C (Açores)",26154,39.0688144125,-28.0276320196,,,,"PT",,
"MJ12_I (Açores)",26134,39.0870353616,-28.0047721103,,,,"PT",,
"MJ12_K (Açores)",26145,39.0331732007,-27.9809021508,,,,"PT",,
"MJ12_L (Açores)",26142,39.0511929673,-27.9811513875,,,,"PT",,
"Moimenta da Serra, Gouveia",27425,40.473866,-7.643325,,,,"PT",,
"Moinho da Mourisca - RNES",1545,38.5283333333,-8.8033333333,,,,"PT",,
"Molhe-Leste, Peniche",235,39.3506666667,-9.369,,,,"PT",,
"Monforte",1720,39.055,-7.4406666667,,,,"PT",,
"Monfortinho",27267,40.0001666667,-6.9356666667,,,,"PT",,
"Montalvão",2160,39.5936666667,-7.524,,,,"PT",,
"Monte da Atalaia, no lugar de Monte Fildalgo, Freguesia Perais, município Castelo Branco",27492,39.6671666667,-7.549,,,,"PT",,
"Monte da Fonte Cigana",27383,38.7765,-7.5675,,,,"PT",,
"Monte Funchal",27555,32.6681666667,-16.8983333333,,,,"PT",,
"Monte Ribeiro",27357,38.4036666667,-8.07,,,,"PT",,
"Monte, Murtosa",275,40.751,-8.6446666667,,,,"PT",,
"Montemor-o-Velho",27420,"40.175","-8.6845",,"IBA Paul do Taipal","PT-06","PT","40.1803438","-8.6874084"
"Montesinho",104,41.89205556,-6.838988889,,,,"PT",,
"Mourão (Barzeco)",27573,38.3678333333,-7.3536666667,,,,"PT",,
"Mourão, Moura e Barrancos IBA",56,38.13333333,-7.166666667,,,,"PT",,
"Murça, V.N.Foz Côa",27437,41.1005,-7.2321666667,,,,"PT",,
"Muro, Trofa",27513,41.286331,-8.602144,,,,"PT",,
"Murtosa - Reserva Natural das Dunas de São Jacinto - Pateira - Área nº 1",1770,40.68831,-8.72652,,,,"PT",,
"NA09_D",3477,37.0166,-8.98967,,,,"PT",,
"NA09_J",3483,37.0346,-8.96714,,,,"PT",,
"NA09_M",3486,36.9985,-8.94479,,,,"PT",,
"NA09_P",3488,37.0345,-8.94466,,,,"PT",,
"NA09_S",3491,36.9984,-8.92232,,,,"PT",,
"NA09_T",3492,37.0165,-8.92225,,,,"PT",,
"NA09_Z",3498,37.0344,-8.8997,,,,"PT",,
"NA89",401,36.9954,-8.04607,,,,"PT",,
"NA99",402,36.9945,-7.93371,,,,"PT",,
"NA99_C",3499,36.993235,-7.977583,,,,"PT",,
"NA99_D",3500,37.01126,-7.977341,,,,"PT",,
"NA99_E",3501,37.0292,-7.97435,,,,"PT",,
"NA99_I",26404,37.0110646292,-7.9548643478,,,,"PT",,
"NA99_J",3504,37.029,-7.95187,,,,"PT",,
"NA99_Y",3511,37.0106,-7.88461,,,,"PT",,
"Nabais, Gouveia",27430,40.520721,-7.561223,,,,"PT",,
"NB00_F",3517,37.0526,-8.96707,,,,"PT",,
"NB00_M",3524,37.0886,-8.94446,,,,"PT",,
"NB00_R",3528,37.0705,-8.92204,,,,"PT",,
"NB00_U",3531,37.1246,-8.92182,,,,"PT",,
"NB00_V",3532,37.0524,-8.89963,,,,"PT",,
"NB00_Y",3535,37.1065,-8.8994,,,,"PT",,
"NB10",406,37.0893,-8.83252,,,,"PT",,
"NB11_B",3563,37.1605,-8.87665,,,,"PT",,
"NB11_C",3564,37.1785,-8.87657,,,,"PT",,
"NB11_D",3565,37.1965,-8.87649,,,,"PT",,
"NB11_G",3568,37.1604,-8.85413,,,,"PT",,
"NB11_J",3571,37.2145,-8.85387,,,,"PT",,
"NB11_N",3575,37.1964,-8.83144,,,,"PT",,
"NB11_P",3576,37.2144,-8.83134,,,,"PT",,
"NB11_R",3578,37.1603,-8.80911,,,,"PT",,
"NB11_U",3581,37.2143,-8.80881,,,,"PT",,
"NB11_V",3582,37.1422,-8.78669,,,,"PT",,
"NB11_Y",3585,37.1962,-8.78638,,,,"PT",,
"NB13_F",3617,37.3226,-8.85335,,,,"PT",,
"NB13_V",3632,37.3224,-8.78566,,,,"PT",,
"NB15_T",3680,37.5567,-8.80695,,,,"PT",,
"NB15_U",3681,37.5747,-8.80686,,,,"PT",,
"NB15_V",3682,37.5026,-8.78463,,,,"PT",,
"NB15_W",3683,37.5206,-8.78453,,,,"PT",,
"NB15_X",3684,37.5386,-8.78442,,,,"PT",,
"NB15_Z",3686,37.5747,-8.78422,,,,"PT",,
"NB16_T",3705,37.6468,-8.80647,,,,"PT",,
"NB16_Y",3710,37.6467,-8.7838,,,,"PT",,
"NB17",500,37.7202,-8.83111,,,,"PT",,
"NB20",407,37.0891,-8.72001,,,,"PT",,
"NB20_C",3789,37.088,-8.76451,,,,"PT",,
"NB20_E",3791,37.1241,-8.76429,,,,"PT",,
"NB20_I",3795,37.106,-8.7419,,,,"PT",,
"NB20_P",3801,37.1239,-8.71928,,,,"PT",,
"NB20_S",3804,37.0878,-8.69703,,,,"PT",,
"NB20_W",3808,37.0696,-8.67466,,,,"PT",,
"NB20_X",3809,37.0877,-8.67454,,,,"PT",,
"NB20_Y",3810,37.1057,-8.67441,,,,"PT",,
"NB20_Z",3811,37.1237,-8.67427,,,,"PT",,
"NB21_G",3818,37.16,-8.74156,,,,"PT",,
"NB21_H",3819,37.178,-8.74145,,,,"PT",,
"NB22_E",3841,37.3043,-8.76321,,,,"PT",,
"NB22_I",3845,37.2862,-8.74076,,,,"PT",,
"NB22_S",3854,37.268,-8.69578,,,,"PT",,
"NB22_U",3856,37.304,-8.69553,,,,"PT",,
"NB24_B",3888,37.4304,-8.76245,,,,"PT",,
"NB24_D",3890,37.4665,-8.76223,,,,"PT",,
"NB24_F",3892,37.4123,-8.73996,,,,"PT",,
"NB24_M",3899,37.4483,-8.71714,,,,"PT",,
"NB24_U",3906,37.4842,-8.69428,,,,"PT",,
"NB24_X",3909,37.4481,-8.67193,,,,"PT",,
"NB28",515,37.8101,-8.7173,,,,"PT",,
"NB28_B",3988,37.7908,-8.76028,,,,"PT",,
"NB28_D",3990,37.8268,-8.76006,,,,"PT",,
"NB28_H",3994,37.8087,-8.73746,,,,"PT",,
